Loan_ID,Client_ID,Relationship_Manager,Loan_Type,Loan_Amount_EUR,Outstanding_Balance_EUR,Utilization_Rate_Pct,Interest_Rate_Pct,Origination_Date,Maturity_Date,Months_To_Maturity,Sector,Region,Credit_Rating,Days_Past_Due,Risk_Flag,KYC_Last_Review_Date,KYC_Status,Products_Used,Cross_Sell_Score
CORP0290_L1,CORP0290,RM_A,Revolving Credit,25370000.0,13509000.0,49.47,5.17,2025-05-31,2032-04-24,77,Transportation,Hauts-de-France,A,0,Performing,2024-03-15,Expiring Soon,Revolving_Credit,80
CORP0305_L3,CORP0305,RM_C,Term Loan,11490000.0,6593800.0,0.0,3.0,2023-06-27,2025-06-16,-7,Technology,Occitanie,A,0,Performing,2023-03-20,Expired,"Cash_Management,Trade_Finance",60
CORP0293_L3,CORP0293,RM_A,Term Loan,27630000.0,15404700.0,0.0,6.69,2023-06-18,2028-05-22,29,Energy,Nouvelle-Aquitaine,AA,0,Performing,2024-08-31,Valid,Cash_Management,80
CORP0391_L1,CORP0391,RM_B,Revolving Credit,28190000.0,19527700.0,66.2,6.91,2022-01-15,2026-12-20,12,Transportation,Auvergne-Rhône-Alpes,A,0,Performing,2024-12-21,Valid,"Term_Loan,FX_Hedging,Trade_Finance",40
CORP0127_L1,CORP0127,RM_D,Term Loan,13680000.0,9002000.0,0.0,4.98,2022-06-20,2023-06-15,-31,Healthcare,Auvergne-Rhône-Alpes,CCC,0,Performing,2023-12-01,Expired,Trade_Finance,80
CORP0188_L2,CORP0188,RM_D,Term Loan,16380000.0,12388600.0,0.0,4.6,2025-07-24,2028-07-08,31,Manufacturing,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-05-28,Expired,Term_Loan,80
CORP0421_L2,CORP0421,RM_A,Term Loan,22300000.0,21286000.0,0.0,3.44,2024-05-21,2026-05-11,4,Healthcare,Provence-Alpes-Côte d'Azur,CCC,0,Performing,2024-09-09,Valid,"Cash_Management,Trade_Finance",60
CORP0373_L1,CORP0373,RM_D,Term Loan,37110000.0,20255700.0,0.0,7.42,2022-03-20,2024-03-09,-22,Real Estate,Auvergne-Rhône-Alpes,A,7,Grace Period,2024-06-25,Valid,Term_Loan,80
CORP0008_L2,CORP0008,RM_B,Term Loan,15600000.0,10650300.0,0.0,3.77,2023-11-02,2025-10-22,-2,Technology,Nouvelle-Aquitaine,BB,0,Performing,2025-07-26,Valid,"FX_Hedging,Revolving_Credit",60
CORP0280_L3,CORP0280,RM_B,Revolving Credit,27670000.0,21411700.0,21.38,6.0,2024-11-26,2031-10-21,71,Technology,Nouvelle-Aquitaine,AA,0,Performing,2023-03-25,Expired,"FX_Hedging,Term_Loan",60
CORP0340_L3,CORP0340,RM_B,Term Loan,13150000.0,5734300.0,0.0,2.82,2024-07-27,2031-06-21,66,Technology,Nouvelle-Aquitaine,AA,0,Performing,2024-04-03,Valid,"Trade_Finance,Term_Loan",60
CORP0336_L1,CORP0336,RM_C,Term Loan,19740000.0,11109400.0,0.0,2.61,2021-12-30,2024-12-14,-13,Energy,Occitanie,B,14,Grace Period,2022-12-21,Expired,"Revolving_Credit,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0445_L3,CORP0445,RM_C,Revolving Credit,11940000.0,7503300.0,64.78,3.03,2025-02-20,2028-02-05,25,Manufacturing,Auvergne-Rhône-Alpes,CCC,0,Performing,2024-02-29,Expiring Soon,"Term_Loan,FX_Hedging",60
CORP0102_L3,CORP0102,RM_D,Revolving Credit,28250000.0,23376400.0,42.87,5.44,2025-06-22,2027-06-12,17,Retail,Occitanie,BB,11,Grace Period,2024-10-29,Valid,"FX_Hedging,Revolving_Credit,Trade_Finance",40
CORP0382_L1,CORP0382,RM_D,Term Loan,17670000.0,10799000.0,0.0,8.37,2022-03-11,2025-02-23,-11,Retail,Occitanie,B,0,Performing,2023-04-13,Expired,Term_Loan,80
CORP0257_L2,CORP0257,RM_E,Term Loan,31480000.0,29188500.0,0.0,3.85,2025-07-13,2030-06-17,54,Real Estate,Île-de-France,BBB,6,Grace Period,2024-03-28,Valid,Trade_Finance,80
CORP0175_L2,CORP0175,RM_E,Term Loan,4850000.0,3052200.0,0.0,6.62,2021-11-23,2026-10-28,10,Healthcare,Auvergne-Rhône-Alpes,AA,18,Watch List,2023-08-05,Expired,"Term_Loan,Cash_Management,Revolving_Credit",40
CORP0214_L1,CORP0214,RM_C,Term Loan,21610000.0,12694400.0,0.0,3.29,2022-04-21,2025-04-05,-9,Transportation,Auvergne-Rhône-Alpes,B,0,Performing,2023-01-22,Expired,"Term_Loan,Cash_Management,FX_Hedging",40
CORP0335_L1,CORP0335,RM_D,Term Loan,43200000.0,25289200.0,0.0,7.95,2022-10-05,2024-09-24,-16,Energy,Nouvelle-Aquitaine,CCC,0,Performing,2024-02-18,Expiring Soon,Term_Loan,80
CORP0395_L1,CORP0395,RM_C,Term Loan,16220000.0,11912000.0,0.0,7.78,2025-01-12,2027-01-02,12,Real Estate,Provence-Alpes-Côte d'Azur,AA,0,Performing,2025-12-16,Valid,"FX_Hedging,Term_Loan,Trade_Finance,Revolving_Credit",20
CORP0373_L1,CORP0373,RM_D,Revolving Credit,44070000.0,28576000.0,90.03,7.86,2023-05-23,2026-05-07,4,Real Estate,Auvergne-Rhône-Alpes,A,0,Performing,2024-06-25,Valid,Term_Loan,80
CORP0478_L3,CORP0478,RM_D,Revolving Credit,8020000.0,4112300.0,93.95,6.2,2024-12-16,2026-12-06,11,Financial Services,Nouvelle-Aquitaine,BB,0,Performing,2025-03-12,Valid,"FX_Hedging,Cash_Management,Trade_Finance,Revolving_Credit",20
CORP0311_L3,CORP0311,RM_B,Term Loan,30020000.0,16167200.0,0.0,7.18,2025-07-20,2028-07-04,30,Energy,Nouvelle-Aquitaine,BBB,0,Performing,2025-09-20,Valid,"Cash_Management,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0069_L3,CORP0069,RM_A,Revolving Credit,35740000.0,22315200.0,32.28,3.86,2023-07-11,2027-06-20,18,Transportation,Auvergne-Rhône-Alpes,BBB,0,Performing,2024-08-18,Valid,"Trade_Finance,Term_Loan",60
CORP0210_L1,CORP0210,RM_D,Revolving Credit,47530000.0,25358800.0,24.96,8.06,2021-12-07,2023-11-27,-26,Healthcare,Auvergne-Rhône-Alpes,AAA,0,Performing,2023-11-25,Expired,"FX_Hedging,Revolving_Credit,Cash_Management,Term_Loan",20
CORP0225_L3,CORP0225,RM_D,Revolving Credit,34550000.0,31788200.0,23.14,6.91,2024-04-24,2028-04-03,27,Real Estate,Île-de-France,AA,0,Performing,2024-06-26,Valid,"Trade_Finance,Cash_Management,Term_Loan",40
CORP0195_L3,CORP0195,RM_A,Revolving Credit,20010000.0,19279300.0,68.1,6.72,2022-06-28,2027-06-02,17,Manufacturing,Auvergne-Rhône-Alpes,BB,0,Performing,2025-09-25,Valid,"Cash_Management,Trade_Finance,FX_Hedging",40
CORP0020_L3,CORP0020,RM_C,Term Loan,22850000.0,20478300.0,0.0,4.87,2025-06-17,2027-06-07,17,Transportation,Auvergne-Rhône-Alpes,BBB,0,Performing,2023-08-06,Expired,"FX_Hedging,Revolving_Credit",60
CORP0377_L1,CORP0377,RM_A,Revolving Credit,26050000.0,20277000.0,49.85,4.33,2025-06-03,2027-05-24,17,Manufacturing,Auvergne-Rhône-Alpes,AAA,0,Performing,2024-09-20,Valid,"Revolving_Credit,Trade_Finance",60
CORP0424_L2,CORP0424,RM_C,Revolving Credit,8740000.0,5039900.0,30.67,7.48,2025-05-23,2032-04-16,76,Healthcare,Île-de-France,BB,0,Performing,2023-09-15,Expired,"FX_Hedging,Term_Loan",60
CORP0232_L1,CORP0232,RM_E,Term Loan,9400000.0,7061900.0,0.0,4.44,2022-08-19,2024-08-08,-17,Retail,Nouvelle-Aquitaine,BBB,0,Performing,2025-09-05,Valid,"Revolving_Credit,Trade_Finance,Term_Loan,Cash_Management",20
CORP0013_L1,CORP0013,RM_A,Revolving Credit,29720000.0,24595700.0,44.31,6.39,2024-07-25,2028-07-04,30,Manufacturing,Île-de-France,A,0,Performing,2025-01-26,Valid,"FX_Hedging,Term_Loan,Revolving_Credit,Cash_Management",20
CORP0365_L1,CORP0365,RM_E,Term Loan,5010000.0,4126900.0,0.0,6.74,2022-02-21,2025-02-05,-11,Real Estate,Nouvelle-Aquitaine,BB,0,Performing,2024-08-10,Valid,"Cash_Management,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0373_L3,CORP0373,RM_D,Term Loan,19240000.0,12089700.0,0.0,6.46,2024-09-27,2027-09-12,21,Real Estate,Auvergne-Rhône-Alpes,A,0,Performing,2024-06-25,Valid,Term_Loan,80
CORP0077_L1,CORP0077,RM_C,Term Loan,9350000.0,7734600.0,0.0,7.11,2023-05-06,2026-04-20,4,Real Estate,Occitanie,A,0,Performing,2024-10-11,Valid,"Cash_Management,FX_Hedging,Revolving_Credit",40
CORP0229_L2,CORP0229,RM_A,Term Loan,6320000.0,3026900.0,0.0,4.02,2024-07-23,2025-07-18,-6,Real Estate,Île-de-France,AA,0,Performing,2024-02-06,Expiring Soon,"FX_Hedging,Trade_Finance,Term_Loan,Cash_Management",20
CORP0235_L2,CORP0235,RM_C,Revolving Credit,27400000.0,11054500.0,69.46,5.22,2022-12-06,2024-11-25,-14,Real Estate,Hauts-de-France,CCC,0,Performing,2023-04-15,Expired,"Cash_Management,Revolving_Credit,Trade_Finance,FX_Hedging",20
CORP0227_L1,CORP0227,RM_C,Term Loan,12610000.0,9185200.0,0.0,7.45,2022-03-22,2029-02-13,38,Real Estate,Hauts-de-France,BB,0,Performing,2025-04-20,Valid,"Term_Loan,Trade_Finance",60
CORP0026_L1,CORP0026,RM_B,Term Loan,3230000.0,1968400.0,0.0,7.53,2024-11-18,2025-11-13,-2,Energy,Île-de-France,A,0,Performing,2022-12-17,Expired,"Revolving_Credit,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0153_L2,CORP0153,RM_A,Term Loan,2930000.0,1905000.0,0.0,6.17,2024-09-11,2026-09-01,8,Technology,Hauts-de-France,BB,0,Performing,2024-06-10,Valid,"Trade_Finance,FX_Hedging,Cash_Management,Revolving_Credit",20
CORP0355_L3,CORP0355,RM_A,Term Loan,48330000.0,41061200.0,0.0,4.3,2023-09-05,2024-08-30,-16,Manufacturing,Occitanie,BBB,0,Performing,2025-08-29,Valid,"Revolving_Credit,Term_Loan,Trade_Finance",40
CORP0189_L2,CORP0189,RM_E,Term Loan,38040000.0,34463700.0,0.0,3.23,2025-05-02,2028-04-16,28,Healthcare,Occitanie,BBB,0,Performing,2023-01-29,Expired,"Revolving_Credit,Cash_Management",60
CORP0441_L2,CORP0441,RM_A,Revolving Credit,26590000.0,19006200.0,62.85,8.38,2024-07-10,2029-06-14,42,Real Estate,Occitanie,B,0,Performing,2025-02-14,Valid,"Revolving_Credit,Cash_Management",60
CORP0271_L1,CORP0271,RM_E,Revolving Credit,36340000.0,27722600.0,43.74,5.65,2024-02-01,2028-01-11,25,Retail,Occitanie,BBB,0,Performing,2023-10-16,Expired,"Cash_Management,Revolving_Credit",60
CORP0320_L2,CORP0320,RM_B,Term Loan,30910000.0,21570200.0,0.0,3.58,2022-02-25,2026-02-04,1,Technology,Nouvelle-Aquitaine,BBB,0,Performing,2024-06-30,Valid,"FX_Hedging,Cash_Management,Trade_Finance,Revolving_Credit",20
CORP0313_L1,CORP0313,RM_D,Revolving Credit,48970000.0,19634500.0,28.84,7.59,2025-07-24,2029-07-03,43,Real Estate,Île-de-France,AA,0,Performing,2023-08-21,Expired,Term_Loan,80
CORP0410_L3,CORP0410,RM_B,Revolving Credit,21000000.0,12605800.0,68.05,6.64,2022-07-22,2029-06-15,42,Real Estate,Nouvelle-Aquitaine,BB,0,Performing,2025-08-15,Valid,"Term_Loan,FX_Hedging",60
CORP0131_L1,CORP0131,RM_A,Revolving Credit,15360000.0,11212700.0,45.6,6.85,2025-08-30,2026-08-25,8,Financial Services,Île-de-France,A,0,Performing,2025-03-17,Valid,"Trade_Finance,Cash_Management,FX_Hedging,Revolving_Credit",20
CORP0316_L1,CORP0316,RM_A,Term Loan,10100000.0,9093000.0,0.0,7.28,2021-12-04,2025-11-13,-2,Manufacturing,Nouvelle-Aquitaine,BB,3,Grace Period,2025-01-17,Valid,"FX_Hedging,Revolving_Credit",60
CORP0331_L1,CORP0331,RM_C,Revolving Credit,8190000.0,5539500.0,81.06,8.07,2022-09-08,2025-08-23,-4,Healthcare,Hauts-de-France,BBB,0,Performing,2025-01-09,Valid,"Cash_Management,FX_Hedging,Trade_Finance",40
CORP0029_L3,CORP0029,RM_C,Revolving Credit,28460000.0,22964900.0,63.3,4.49,2022-08-01,2027-07-06,18,Real Estate,Occitanie,B,0,Performing,2023-06-02,Expired,"Trade_Finance,FX_Hedging,Term_Loan",40
CORP0470_L2,CORP0470,RM_C,Term Loan,48500000.0,27561400.0,0.0,6.26,2025-07-10,2028-06-24,30,Financial Services,Provence-Alpes-Côte d'Azur,B,6,Grace Period,2024-10-22,Valid,"Cash_Management,FX_Hedging,Term_Loan,Trade_Finance",20
CORP0432_L1,CORP0432,RM_E,Revolving Credit,9780000.0,4597600.0,73.24,4.13,2023-12-20,2030-11-13,59,Real Estate,Provence-Alpes-Côte d'Azur,BB,9,Grace Period,2023-09-28,Expired,Term_Loan,80
CORP0045_L2,CORP0045,RM_D,Term Loan,18890000.0,16957100.0,0.0,3.55,2024-01-01,2025-12-21,0,Healthcare,Île-de-France,B,0,Performing,2023-05-01,Expired,"Revolving_Credit,Trade_Finance",60
CORP0192_L1,CORP0192,RM_D,Term Loan,45710000.0,30454900.0,0.0,3.42,2025-07-22,2029-07-01,42,Transportation,Île-de-France,CCC,12,Grace Period,2024-07-18,Valid,Cash_Management,80
CORP0175_L2,CORP0175,RM_E,Revolving Credit,38890000.0,18899600.0,29.95,6.85,2025-02-22,2030-01-27,49,Healthcare,Auvergne-Rhône-Alpes,AA,0,Performing,2023-08-05,Expired,"Term_Loan,Cash_Management,Revolving_Credit",40
CORP0236_L2,CORP0236,RM_C,Term Loan,700000.0,671600.0,0.0,7.84,2022-05-13,2023-05-08,-32,Real Estate,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2024-11-21,Valid,"Cash_Management,FX_Hedging",60
CORP0053_L3,CORP0053,RM_E,Revolving Credit,1610000.0,1376700.0,34.44,4.16,2022-02-11,2024-02-01,-23,Technology,Occitanie,BBB,0,Performing,2024-02-29,Expiring Soon,"Trade_Finance,FX_Hedging,Cash_Management,Term_Loan",20
CORP0164_L2,CORP0164,RM_E,Term Loan,14000000.0,6923000.0,0.0,5.86,2025-01-20,2026-01-15,0,Retail,Hauts-de-France,A,30,Watch List,2024-01-04,Expiring Soon,"Revolving_Credit,FX_Hedging,Term_Loan",40
CORP0053_L1,CORP0053,RM_E,Revolving Credit,27690000.0,15579300.0,25.34,6.18,2024-02-09,2029-01-13,37,Technology,Occitanie,BBB,0,Performing,2024-02-29,Expiring Soon,"Trade_Finance,FX_Hedging,Cash_Management,Term_Loan",20
CORP0174_L3,CORP0174,RM_D,Revolving Credit,3010000.0,1256400.0,24.03,5.06,2021-11-28,2022-11-23,-38,Real Estate,Provence-Alpes-Côte d'Azur,AA,0,Performing,2025-06-29,Valid,"FX_Hedging,Trade_Finance,Cash_Management",40
CORP0092_L3,CORP0092,RM_C,Revolving Credit,31010000.0,18217300.0,80.7,2.97,2024-08-02,2031-06-27,67,Technology,Provence-Alpes-Côte d'Azur,BB,0,Performing,2023-06-04,Expired,Revolving_Credit,80
CORP0473_L2,CORP0473,RM_D,Term Loan,5100000.0,4495200.0,0.0,6.61,2023-01-26,2024-01-21,-24,Real Estate,Provence-Alpes-Côte d'Azur,AA,0,Performing,2024-11-13,Valid,"Term_Loan,Trade_Finance",60
CORP0364_L2,CORP0364,RM_C,Revolving Credit,11970000.0,6395300.0,49.41,6.7,2022-03-28,2025-03-12,-10,Manufacturing,Occitanie,BB,4,Grace Period,2024-03-23,Valid,"Term_Loan,Trade_Finance,FX_Hedging",40
CORP0341_L2,CORP0341,RM_B,Revolving Credit,22940000.0,9592600.0,54.59,3.52,2023-01-12,2024-01-07,-24,Energy,Île-de-France,BBB,0,Performing,2025-03-23,Valid,"FX_Hedging,Trade_Finance",60
CORP0394_L2,CORP0394,RM_D,Term Loan,25640000.0,16497100.0,0.0,2.93,2025-02-04,2028-01-20,25,Energy,Occitanie,BBB,0,Performing,2024-12-28,Valid,"Revolving_Credit,FX_Hedging,Trade_Finance",40
CORP0155_L3,CORP0155,RM_D,Revolving Credit,20340000.0,13181600.0,93.04,4.8,2022-03-20,2024-03-09,-22,Energy,Hauts-de-France,BBB,0,Performing,2024-03-28,Valid,Revolving_Credit,80
CORP0175_L1,CORP0175,RM_E,Revolving Credit,39320000.0,25998900.0,32.98,6.52,2023-10-12,2028-09-15,33,Healthcare,Auvergne-Rhône-Alpes,AA,0,Performing,2023-08-05,Expired,"Term_Loan,Cash_Management,Revolving_Credit",40
CORP0379_L3,CORP0379,RM_D,Revolving Credit,6160000.0,4667100.0,53.39,4.35,2023-11-15,2028-10-19,34,Financial Services,Auvergne-Rhône-Alpes,BB,0,Performing,2025-06-14,Valid,"Term_Loan,FX_Hedging,Revolving_Credit",40
CORP0208_L1,CORP0208,RM_D,Term Loan,34430000.0,26092500.0,0.0,6.46,2023-07-28,2026-07-12,6,Technology,Provence-Alpes-Côte d'Azur,CCC,0,Performing,2024-03-05,Expiring Soon,"Term_Loan,Cash_Management,Revolving_Credit",40
CORP0047_L1,CORP0047,RM_D,Term Loan,44420000.0,41841600.0,0.0,6.47,2022-02-17,2023-02-12,-35,Real Estate,Hauts-de-France,BB,0,Performing,2022-12-17,Expired,"Term_Loan,FX_Hedging,Revolving_Credit",40
CORP0232_L3,CORP0232,RM_E,Revolving Credit,19800000.0,14785800.0,43.74,5.92,2024-08-07,2026-07-28,7,Retail,Nouvelle-Aquitaine,BBB,0,Performing,2025-09-05,Valid,"Revolving_Credit,Trade_Finance,Term_Loan,Cash_Management",20
CORP0468_L3,CORP0468,RM_D,Revolving Credit,45970000.0,44223400.0,65.86,5.56,2023-10-07,2024-10-01,-15,Real Estate,Hauts-de-France,AA,0,Performing,2023-03-05,Expired,"Cash_Management,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0434_L1,CORP0434,RM_C,Revolving Credit,3590000.0,3376900.0,81.56,4.66,2025-05-26,2026-05-21,5,Real Estate,Nouvelle-Aquitaine,B,0,Performing,2024-07-03,Valid,"Revolving_Credit,FX_Hedging,Cash_Management",40
CORP0441_L2,CORP0441,RM_A,Term Loan,12140000.0,9971000.0,0.0,4.8,2023-06-27,2030-05-21,53,Real Estate,Occitanie,B,0,Performing,2025-02-14,Valid,"Revolving_Credit,Cash_Management",60
CORP0196_L2,CORP0196,RM_B,Term Loan,33290000.0,22801100.0,0.0,8.05,2024-08-22,2029-07-27,43,Real Estate,Île-de-France,A,0,Performing,2025-09-13,Valid,"Cash_Management,Term_Loan,Revolving_Credit",40
CORP0431_L2,CORP0431,RM_C,Term Loan,14780000.0,13651400.0,0.0,6.39,2024-12-28,2026-12-18,12,Energy,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-11-09,Expired,"Trade_Finance,Cash_Management,Term_Loan",40
CORP0074_L3,CORP0074,RM_C,Revolving Credit,33070000.0,32573500.0,80.45,7.66,2024-12-07,2025-12-02,-1,Real Estate,Hauts-de-France,AAA,0,Performing,2023-08-12,Expired,"Term_Loan,Trade_Finance,Revolving_Credit,Cash_Management",20
CORP0458_L3,CORP0458,RM_A,Revolving Credit,31350000.0,21087200.0,48.85,3.85,2023-04-27,2028-03-31,27,Manufacturing,Auvergne-Rhône-Alpes,B,0,Performing,2023-12-13,Expired,"Trade_Finance,Term_Loan,FX_Hedging",40
CORP0218_L3,CORP0218,RM_D,Term Loan,29110000.0,26434300.0,0.0,4.97,2024-05-15,2031-04-09,64,Retail,Nouvelle-Aquitaine,A,0,Performing,2023-09-10,Expired,"Trade_Finance,Term_Loan,Cash_Management",40
CORP0280_L3,CORP0280,RM_B,Revolving Credit,2160000.0,913100.0,63.52,8.27,2022-12-27,2029-11-20,47,Technology,Nouvelle-Aquitaine,AA,0,Performing,2023-03-25,Expired,"FX_Hedging,Term_Loan",60
CORP0041_L1,CORP0041,RM_B,Revolving Credit,23510000.0,10507600.0,67.3,6.48,2022-04-11,2023-04-06,-33,Transportation,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-11-24,Expired,"Trade_Finance,Revolving_Credit",60
CORP0343_L1,CORP0343,RM_A,Revolving Credit,30850000.0,29065400.0,58.45,5.32,2022-09-12,2023-09-07,-28,Technology,Île-de-France,AA,0,Performing,2023-11-28,Expired,"Revolving_Credit,Trade_Finance,Term_Loan",40
CORP0376_L2,CORP0376,RM_E,Revolving Credit,17970000.0,17730200.0,72.13,6.09,2024-01-17,2027-01-01,12,Financial Services,Occitanie,BB,0,Performing,2024-07-26,Valid,Trade_Finance,80
CORP0156_L3,CORP0156,RM_A,Revolving Credit,3540000.0,2421000.0,94.28,7.35,2024-09-30,2029-09-04,45,Real Estate,Hauts-de-France,AAA,0,Performing,2024-04-11,Valid,"Revolving_Credit,Cash_Management",60
CORP0320_L1,CORP0320,RM_B,Revolving Credit,24500000.0,11664300.0,66.18,4.15,2025-04-07,2028-03-22,27,Technology,Nouvelle-Aquitaine,BBB,0,Performing,2024-06-30,Valid,"FX_Hedging,Cash_Management,Trade_Finance,Revolving_Credit",20
CORP0132_L1,CORP0132,RM_B,Term Loan,30390000.0,28751300.0,0.0,7.35,2024-11-06,2031-10-01,70,Retail,Provence-Alpes-Côte d'Azur,B,0,Performing,2025-05-31,Valid,"FX_Hedging,Trade_Finance,Revolving_Credit,Term_Loan",20
CORP0134_L3,CORP0134,RM_C,Term Loan,24500000.0,21550800.0,0.0,8.3,2025-07-06,2028-06-20,30,Transportation,Provence-Alpes-Côte d'Azur,AA,14,Grace Period,2024-06-02,Valid,"Term_Loan,Trade_Finance",60
CORP0305_L1,CORP0305,RM_C,Revolving Credit,37760000.0,24459700.0,74.45,3.5,2023-07-20,2025-07-09,-6,Technology,Occitanie,A,0,Performing,2023-03-20,Expired,"Cash_Management,Trade_Finance",60
CORP0296_L3,CORP0296,RM_A,Revolving Credit,3190000.0,1782100.0,49.91,4.31,2025-01-17,2026-01-12,0,Healthcare,Provence-Alpes-Côte d'Azur,AA,0,Performing,2025-02-07,Valid,"Revolving_Credit,Trade_Finance,FX_Hedging,Cash_Management",20
CORP0383_L3,CORP0383,RM_D,Term Loan,19300000.0,15890900.0,0.0,7.72,2023-01-14,2025-12-29,0,Technology,Auvergne-Rhône-Alpes,A,0,Performing,2023-01-08,Expired,"FX_Hedging,Term_Loan",60
CORP0007_L2,CORP0007,RM_A,Revolving Credit,19410000.0,11440500.0,27.3,5.69,2022-09-22,2029-08-16,44,Energy,Nouvelle-Aquitaine,B,17,Watch List,2025-05-27,Valid,"Cash_Management,Trade_Finance,FX_Hedging,Revolving_Credit",20
CORP0182_L2,CORP0182,RM_D,Revolving Credit,17080000.0,9569100.0,49.34,7.14,2025-02-22,2028-02-07,25,Transportation,Île-de-France,B,0,Performing,2025-05-23,Valid,Cash_Management,80
CORP0384_L1,CORP0384,RM_C,Term Loan,26240000.0,21166000.0,0.0,6.54,2024-09-08,2027-08-24,20,Financial Services,Provence-Alpes-Côte d'Azur,BBB,0,Performing,2023-04-02,Expired,"FX_Hedging,Cash_Management,Revolving_Credit",40
CORP0426_L1,CORP0426,RM_C,Term Loan,20860000.0,14918200.0,0.0,4.2,2023-03-13,2026-02-25,2,Energy,Nouvelle-Aquitaine,BB,0,Performing,2023-02-19,Expired,"Term_Loan,FX_Hedging,Trade_Finance,Revolving_Credit",20
CORP0099_L1,CORP0099,RM_A,Term Loan,31160000.0,13527500.0,0.0,3.8,2022-05-14,2029-04-07,40,Real Estate,Nouvelle-Aquitaine,B,0,Performing,2024-02-13,Expiring Soon,"Trade_Finance,Cash_Management,FX_Hedging,Revolving_Credit",20
CORP0307_L3,CORP0307,RM_B,Term Loan,35550000.0,16779100.0,0.0,7.08,2022-04-22,2024-04-11,-21,Financial Services,Occitanie,BBB,0,Performing,2024-05-02,Valid,Trade_Finance,80
CORP0332_L3,CORP0332,RM_A,Term Loan,44850000.0,36660000.0,0.0,8.12,2024-04-11,2027-03-27,15,Technology,Hauts-de-France,AA,0,Performing,2023-08-30,Expired,Cash_Management,80
CORP0328_L2,CORP0328,RM_C,Revolving Credit,38580000.0,31455500.0,78.55,4.16,2021-12-14,2024-11-28,-13,Manufacturing,Hauts-de-France,BBB,0,Performing,2025-09-25,Valid,"FX_Hedging,Revolving_Credit,Trade_Finance,Term_Loan",20
CORP0032_L2,CORP0032,RM_B,Revolving Credit,16970000.0,7399500.0,56.88,8.07,2024-03-18,2026-03-08,2,Manufacturing,Île-de-France,BBB,0,Performing,2024-08-02,Valid,FX_Hedging,80
CORP0313_L2,CORP0313,RM_D,Term Loan,32450000.0,15091100.0,0.0,6.36,2022-08-31,2026-08-10,7,Real Estate,Île-de-France,AA,0,Performing,2023-08-21,Expired,Term_Loan,80
CORP0468_L2,CORP0468,RM_D,Revolving Credit,5610000.0,2489400.0,53.44,7.88,2022-06-29,2029-05-23,41,Real Estate,Hauts-de-France,AA,0,Performing,2023-03-05,Expired,"Cash_Management,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0077_L3,CORP0077,RM_C,Term Loan,46680000.0,37286300.0,0.0,7.93,2024-03-15,2026-03-05,2,Real Estate,Occitanie,A,0,Performing,2024-10-11,Valid,"Cash_Management,FX_Hedging,Revolving_Credit",40
CORP0295_L1,CORP0295,RM_D,Revolving Credit,24170000.0,15525500.0,48.83,6.64,2025-04-21,2030-03-26,51,Healthcare,Occitanie,A,0,Performing,2023-11-12,Expired,"Revolving_Credit,Trade_Finance,Term_Loan,FX_Hedging",20
CORP0400_L2,CORP0400,RM_E,Term Loan,28580000.0,27466100.0,0.0,4.9,2023-09-07,2026-08-22,8,Manufacturing,Occitanie,BB,0,Performing,2024-09-14,Valid,"Trade_Finance,Term_Loan",60
CORP0324_L3,CORP0324,RM_C,Term Loan,18590000.0,16954200.0,0.0,7.06,2023-10-16,2024-10-10,-15,Retail,Occitanie,AA,0,Performing,2024-03-15,Expiring Soon,"FX_Hedging,Term_Loan,Revolving_Credit,Trade_Finance",20
CORP0149_L3,CORP0149,RM_E,Term Loan,9240000.0,3914100.0,0.0,6.68,2023-07-18,2030-06-11,54,Retail,Occitanie,CCC,0,Performing,2025-10-27,Valid,"Term_Loan,Revolving_Credit,Trade_Finance",40
CORP0459_L1,CORP0459,RM_A,Revolving Credit,24580000.0,22887100.0,22.68,2.65,2023-03-30,2030-02-21,50,Transportation,Île-de-France,B,0,Performing,2025-01-04,Valid,"Cash_Management,Trade_Finance,FX_Hedging",40
CORP0304_L1,CORP0304,RM_E,Revolving Credit,19740000.0,17285200.0,92.37,7.37,2022-02-02,2025-01-17,-12,Healthcare,Provence-Alpes-Côte d'Azur,AA,0,Performing,2024-03-03,Expiring Soon,"Trade_Finance,Cash_Management",60
CORP0495_L1,CORP0495,RM_E,Term Loan,17290000.0,10419500.0,0.0,7.34,2025-06-16,2029-05-26,41,Healthcare,Nouvelle-Aquitaine,BB,0,Performing,2023-06-21,Expired,"Term_Loan,Cash_Management,Trade_Finance,FX_Hedging",20
CORP0342_L3,CORP0342,RM_C,Revolving Credit,47030000.0,43367300.0,37.47,2.93,2022-09-09,2024-08-29,-16,Manufacturing,Provence-Alpes-Côte d'Azur,BB,0,Performing,2023-08-08,Expired,"Trade_Finance,Term_Loan",60
